,P4,Cz,F8,T7
2000,4.862430344281957,2.752666703756799,3.1990790036031784,-3.5592492899074086
2001,13.68536291014633,14.133716476460194,11.648768037647304,7.992711609374871
2002,17.694131009789054,20.74303574259329,17.54470420998688,17.611931389645036
2003,17.332329365172427,21.58231974277083,16.51514651521272,20.88433966517369
2004,15.154566810474126,20.673634839727296,12.003649601571562,16.24519877970756
2005,13.728788991291202,22.14402332979329,13.785360537115482,11.748275512978005
2006,13.675331501815512,23.878757913353905,18.59939189619456,10.64614031132287
2007,12.884156178650969,20.526226905137,18.528119241079338,7.593608942406966
2008,15.789945874436333,18.216301419656745,16.903299982014715,4.156172560506253
2009,22.000431149421303,22.226510148635292,18.691196195455355,3.495286491460437
2010,23.03729157353493,25.23827806080873,17.490271879329057,4.014149215504818
2011,17.95014259468181,22.342948414886934,8.39056814959252,2.464014315480221
2012,13.635671035001993,18.781353464652888,1.5219270298989984,2.170345010044285
2013,14.053862030008347,21.896716009858316,4.957468806891362,8.555023058101733
2014,15.158047211959115,27.360030964525343,9.25280192141798,16.018058585383773
2015,15.728961978708186,29.2299699239477,8.29920949082938,19.346629140410332
2016,17.322666082579808,29.523575872766614,6.80667573216963,19.289842435297494
2017,19.0744030851325,29.546130535321222,7.88576246990945,17.839876227981335
2018,21.01707143239245,28.140591127789826,9.676120740218392,15.237849417781188
2019,19.69775617642461,22.489894129568807,9.016216435485354,8.98906317803384
2020,17.247833533532905,16.181209041364752,10.068530364294645,5.91115453815769
2021,17.679010100781454,14.345204314358504,10.84192555805186,8.620549898476105
2022,15.079983176557404,10.449316924052741,5.621476518383617,8.10950654318928
2023,12.053662243019502,2.6601070363033728,1.678284134820122,4.308091981408993
2024,12.339795276551751,-0.2713066900932053,3.055511932675768,3.759322887301096
2025,14.990304051674341,5.875136210954013,6.330904376262229,8.379599709385724
2026,15.717271975360983,11.388465666636147,8.988145674757359,11.211706191604426
2027,7.882329869586965,6.6787184140701505,8.721346981229347,7.074711940505873
2028,1.076061506818082,1.6413224536117261,9.244328684776862,1.3073147941350844
2029,3.6633129939762283,7.44344481447896,14.604888725387564,1.072847759115136
2030,7.932553418730789,16.041588138838137,18.021554299702654,4.02238141838152
2031,10.166575651051419,18.559479452567984,16.54495495457319,7.144063805658167
2032,9.697191421040767,17.67436951734792,14.106623958648692,9.692338688242831
2033,7.8117550147368595,17.621825909961146,12.779514120425626,7.222030706660069
2034,11.427962925359125,18.585496115712395,14.071901449339794,3.1409070712413003
2035,16.424602194299467,17.34783978246504,13.577084585435081,1.51135963217734
2036,15.137710711942379,13.21253763638069,10.089827768977628,1.8086088210298041
2037,10.42861787763597,7.704306140400087,7.198094972749768,3.582117808276117
2038,8.765492088034609,3.078248277398715,4.656614027204092,3.9246095781687527
2039,8.819909772443536,0.045426108960735234,3.796678602869181,2.289372567243734
2040,10.194301089581147,1.0174068467819009,6.234596707409614,4.865163161865528
2041,13.206408165040557,5.708764965274288,9.504280672415025,12.04578355264548
2042,12.549870689810255,8.143474533232396,9.655180278080557,15.725798414602709
2043,8.810186145359072,7.701976691659241,7.188542356191473,14.092284975137352
2044,6.434795036752915,6.953592638096596,6.593544765751812,13.71630359387703
2045,7.193814098852173,8.158751870343808,9.757025834757664,15.92238839741126
2046,5.411246704086873,8.546346048873245,11.407822789938097,12.450368570228077
2047,0.15852669189593702,5.031782065480878,7.729620788428863,5.603074556966565
2048,-2.407013975550231,2.47082264398571,4.664205017917768,3.807706418358784
2049,-1.9547687661028685,5.006698928026706,7.542602089441797,5.243799893525113
2050,-0.46812217668587275,9.092708350343257,13.908713247619158,8.365279177095186
2051,0.828497465336167,9.889162323925923,17.513684653484866,9.461330363709722
2052,4.0970191412901595,9.901195005399014,16.235866540494747,5.840757327249049
2053,9.524635793130583,12.468868424194167,14.888208805761233,6.559523782017065
2054,11.732074494530575,14.649869788802883,14.4051415343759,11.078753189108053
2055,9.41084795135432,14.27787926085991,9.642067137093624,10.961020443791812
2056,5.632032895271322,12.919693077954271,2.7202896162068555,6.5678237666566295
2057,2.345195669719971,10.490824833710363,2.3462047910784722,1.1439766836729945
2058,2.3698834802416533,8.24047018561444,8.228076928643668,-1.8720823352436458
