,T7,F8,Cz,P4
2000,21.999961853027344,198.1417694091797,-9.491866111755373,80.40223693847656
2001,-26.499061584472656,155.9669189453125,-58.63788986206055,48.22787857055664
2002,-6.4157981872558585,169.25103759765625,-39.94587326049805,64.32440948486328
2003,40.3292121887207,204.8399353027344,0.9424548149108888,92.91220092773438
2004,23.17803001403809,199.0468292236328,-9.514305114746094,89.31816101074219
2005,-34.36033248901367,154.24656677246094,-62.403968811035156,50.213768005371094
2006,-12.048088073730467,171.87271118164062,-42.78445434570313,62.873329162597656
2007,44.8956298828125,207.3531494140625,8.42225456237793,91.75657653808594
2008,25.077899932861328,206.5789794921875,-1.8587303161621092,86.03826904296875
2009,-30.837345123291016,164.98007202148438,-56.1583366394043,52.97007369995117
2010,-18.864055633544922,177.9781036376953,-41.92988967895508,56.98485565185547
2011,38.90991973876953,222.0977020263672,11.101893424987793,88.85254669189453
2012,22.38330078125,206.1657257080078,-8.738276481628418,78.59025573730469
2013,-31.381500244140625,165.95057678222656,-59.4101791381836,43.70820999145508
2014,-8.358675956726074,177.76866149902344,-47.1844482421875,53.43194961547852
2015,45.5407600402832,215.92312622070312,8.304448127746582,93.33294677734376
2016,21.85971450805664,207.1231384277344,-6.786048412322997,80.19841766357422
2017,-30.47270393371582,158.3697967529297,-58.44154739379883,45.9297103881836
2018,-10.82701015472412,176.29888916015625,-46.51126480102539,56.23687744140625
2019,47.7884407043457,216.25222778320312,14.378045082092285,95.40858459472656
2020,22.828350067138672,196.4943389892578,-9.20202350616455,75.93492889404297
2021,-31.617115020751953,158.56053161621094,-56.87826919555664,50.71304321289063
2022,-10.307164192199707,174.3690948486328,-45.87922286987305,64.19538116455078
2023,34.76610946655273,205.67205810546875,2.2832088470458984,89.1517333984375
2024,22.98916435241699,210.0626983642578,-11.483363151550293,86.7208023071289
2025,-31.95744514465332,167.86915588378906,-61.9981918334961,49.19838333129883
2026,-10.093990325927734,173.96517944335938,-43.732521057128906,57.2840461730957
2027,48.5102424621582,210.1374969482422,9.662031173706056,97.52911376953124
2028,28.2399845123291,212.7666473388672,4.456090927124023,91.0366439819336
2029,-29.17121887207031,165.74488830566406,-56.17890548706055,47.49298858642578
2030,-21.575483322143555,178.87567138671875,-44.70115280151367,48.38682556152344
2031,42.35810852050781,220.89344787597656,15.271881103515625,88.57579040527344
2032,22.60769462585449,207.3101348876953,-3.8090879917144775,75.38142395019531
2033,-30.397907257080078,163.5981903076172,-53.037391662597656,31.706871032714844
2034,-9.914474487304688,173.3406219482422,-40.0599365234375,44.46741104125977
2035,41.737281799316406,217.8903045654297,5.589280605316162,80.2545166015625
2036,20.958398818969727,199.5797576904297,-15.485055923461914,71.82103729248047
2037,-24.94513320922852,163.3064727783203,-57.71226501464844,43.19584274291992
2038,-11.148641586303713,170.1729278564453,-51.95655822753906,47.414451599121094
2039,42.5077018737793,213.8699188232422,2.7731359004974365,85.4380111694336
2040,20.33009529113769,196.23629760742188,-12.451996803283693,75.85265350341797
2041,-38.11706161499024,153.43687438964844,-68.81977081298828,36.49768447875977
2042,-13.179407119750975,173.07882690429688,-50.12026977539063,54.9840087890625
2043,37.60843276977539,214.44586181640625,7.945417404174805,99.11109161376952
2044,26.13068008422852,202.45948791503903,-7.238576412200928,89.01709747314453
2045,-31.59841537475586,153.35833740234375,-64.63481903076172,50.0959587097168
2046,-11.780684471130373,169.7091827392578,-45.58750915527344,58.82488632202149
2047,44.26919555664063,210.5189666748047,9.65455150604248,97.38699340820312
2048,25.326602935791016,200.99717712402344,-6.580353736877441,86.44778442382812
2049,-35.85441970825195,148.0028076171875,-69.10400390625,44.12334060668945
